Following Athlete ID,Follow Status,Favorite Status
941617719,Accepted,""
189244204,Accepted,""
1198322353,Accepted,""
2047016833,Accepted,""
206879573,Accepted,""
92476978,Accepted,""
193594313,Accepted,""
184793866,Accepted,""
